,position,company,min_rank,mean_rank,kws_rank,job_count
5191,"Student Assistant, Biology Lab (New Westminster Campus)",Douglas College,14,406.11,"assistant (14), college (119), student (120), new (145), douglas (226), lab (321), westminster (378), biology (671), campus (1,661)",1
5192,Civil/Mechanical Technologist (Water & Wastewater),Binnie,64,406.17,"technologist (64), mechanical (153), civil (292), water (315), wastewater (664), binnie (949)",2
5193,"Principal Product Manager, Amazon Freight Partner",Amazon,3,406.33,"manager (3), amazon (101), product (127), principal (205), partner (402), freight (1,600)",2
5194,Investment Advisor Assistant | Cash Management Group,Canaccord Genuity Group Inc.,14,406.33,"assistant (14), inc (17), group (20), management (76), advisor (77), investment (343), canaccord (791), genuity (802), cash (1,517)",2
5195,"Data Engineer, Data & Analytics",Sandman Hotel Group,9,406.33,"engineer (9), group (20), data (106), analytics (398), hotel (643), sandman (1,262)",2
5196,"Trade Supervisor, Services (Afternoon or Night Shift)",Seaspan ULC,7,406.38,"services (7), supervisor (29), shift (94), ulc (396), seaspan (424), night (493), trade (558), afternoon (1,250)",2
5197,Property Management Coordinator,Jim Pattison Developments Ltd.,23,406.43,"ltd (23), coordinator (31), management (76), property (217), pattison (519), jim (765), developments (1,214)",4
5198,(Fully Remote) Media Search Analyst,TELUS Digital AI Data Solutions,39,406.56,"remote (39), analyst (44), solutions (89), data (106), digital (207), telus (234), media (336), search (356), fully (2,248)",6
5199,Victoria Algebra Tutor,"Varsity Tutors, a Nerdy Company",19,406.57,"company (19), tutor (22), tutors (25), nerdy (26), varsity (27), victoria (756), algebra (1,971)",1
5200,PepsiCo Foods Canada - New Graduate Sales Leadership Program,PepsiCo,11,406.62,"canada (11), sales (16), program (104), new (145), foods (212), leadership (652), pepsico (985), graduate (1,128)",2
5201,Engineer - High-Performance Applications,Huawei Canada,9,406.83,"engineer (9), canada (11), high (122), performance (636), huawei (759), applications (904)",2
5202,Signal Technician,Canadian Armed Forces | Forces armÃ©es canadiennes,28,406.86,"technician (28), canadian (59), forces (82), armed (83), armã (84), canadiennes (85), signal (2,427)",3
5203,Senior Manager Logistics & Export Compliance,MTU Maintenance Canada,3,406.88,"manager (3), senior (6), canada (11), maintenance (129), logistics (406), compliance (453), export (875), mtu (1,372)",2
5204,Instrumentation and Controls Specialist - Water/Wastewater,AECOM,13,407.0,"and (13), specialist (24), water (315), controls (353), aecom (653), wastewater (664), instrumentation (827)",2
5205,Funding Manager,Spring Financial,3,407.0,"manager (3), financial (67), spring (591), funding (967)",3
5206,shift manager - fast food restaurant,Pizza Garden,3,407.0,"manager (3), shift (94), food (95), restaurant (130), garden (656), pizza (702), fast (1,169)",2
5207,Content Strategist (Remote Canada),Directive,11,407.0,"canada (11), remote (39), content (473), strategist (667), directive (845)",2
5208,"barista - Store# 07149, COLUMBIA SQUARE PLAZA",Starbucks,32,407.0,"store (32), columbia (66), starbucks (73), barista (150), square (769), plaza (1,352)",2
5209,Teacher Teaching On Call,School District 46 - Sunshine Coast,46,407.14,"school (46), district (91), teacher (105), coast (264), call (276), teaching (848), sunshine (1,220)",2
5210,Public Health and Preventive Medicine,Health Match BC,0,407.17,"health (0), and (13), match (41), medicine (80), public (215), preventive (2,094)",8
5211,QA Automation Engineer,MatchBox Consulting Group,9,407.2,"engineer (9), group (20), consulting (232), automation (455), matchbox (1,320)",2
5212,Transit Engineering Student - Vancouver,Hatch,4,407.2,"vancouver (4), engineering (71), student (120), transit (410), hatch (1,431)",2
5213,Seasonal Warehouse Worker,Bunzl Canada,11,407.2,"canada (11), worker (47), warehouse (222), seasonal (286), bunzl (1,470)",2
5214,Server,Sienna Senior Living,6,407.25,"senior (6), server (247), living (311), sienna (1,065)",6
5215,Mining Engineer,MatchBox Consulting Group,9,407.4,"engineer (9), group (20), consulting (232), mining (456), matchbox (1,320)",2
5216,"Contact Centre Representative (Credit Counsellor, Client Account Management)",CIBC,43,407.56,"centre (43), representative (56), management (76), account (93), client (174), counsellor (316), credit (438), cibc (580), contact (1,892)",2
5217,"barista - Store# 04726, 200TH ST & 86TH AVE - LANGLEY",Starbucks,32,407.6,"store (32), starbucks (73), langley (125), barista (150), ave (1,658)",2
5218,Personal Assistant and House Manager,The Headhunters Recruitment,3,407.62,"manager (3), and (13), assistant (14), the (61), recruitment (192), house (361), personal (541), headhunters (2,076)",2
5219,Data Pipeline Developer Co-op,Teck Resources Limited,53,407.67,"developer (53), data (106), limited (110), resources (156), teck (637), pipeline (1,384)",2
5220,Travel Nurse - Mental Health RN,Bayshore HealthCare,0,407.67,"health (0), nurse (5), mental (65), healthcare (476), travel (890), bayshore (1,010)",2
5221,Senior Software Developer (.Net),Benevity,6,407.8,"senior (6), software (21), developer (53), net (879), benevity (1,080)",2
5222,General Manager,Chipotle Mexican Grill,3,407.8,"manager (3), general (34), grill (496), mexican (731), chipotle (775)",2
5223,Senior CAD Administrator,Seaspan ULC,6,407.8,"senior (6), administrator (139), ulc (396), seaspan (424), cad (1,074)",2
5224,Geomatics Technician,Canadian Armed Forces | Forces armÃ©es canadiennes,28,407.86,"technician (28), canadian (59), forces (82), armed (83), armã (84), canadiennes (85), geomatics (2,434)",2
5225,Vice President of Product Management,Benevity,76,408.0,"management (76), product (127), vice (375), president (382), benevity (1,080)",2
5226,Channel Manager | Small Medium Business Solutions (British Columbia),TELUS,3,408.0,"manager (3), business (54), columbia (66), british (75), solutions (89), telus (234), channel (895), medium (983), small (1,273)",2
5227,Senior Software Engineer - IoT,Rivian and Volkswagen Group Technologies,6,408.11,"senior (6), engineer (9), and (13), group (20), software (21), technologies (138), rivian (432), volkswagen (507), iot (2,527)",2
5228,Heavy equipment mechanic (on site),EBC Inc.,17,408.17,"inc (17), equipment (162), site (198), mechanic (230), heavy (593), ebc (1,249)",2
5229,warehouse supervisor,Gia Foods Ltd,23,408.2,"ltd (23), supervisor (29), foods (212), warehouse (222), gia (1,555)",2
5230,Talent Development Officer,Chartered Professional Accountants of British Columbia,33,408.25,"development (33), columbia (66), british (75), officer (136), professional (305), talent (310), accountants (1,144), chartered (1,197)",2
5231,Heavy Equipment Operator,Hall,162,408.25,"equipment (162), operator (256), heavy (593), hall (622)",1
5232,Future Students' Office Student Ambassador - Competition ID: 4085,Kwantlen Polytechnic University,55,408.33,"university (55), student (120), office (149), ambassador (274), future (333), competition (365), polytechnic (366), kwantlen (367), students (1,646)",2
5233,Future Students' Office Student Ambassador - Competition ID: 4086,Kwantlen Polytechnic University,55,408.33,"university (55), student (120), office (149), ambassador (274), future (333), competition (365), polytechnic (366), kwantlen (367), students (1,646)",2
5234,Future Students' Office Student Ambassador - Competition ID: 4087,Kwantlen Polytechnic University,55,408.33,"university (55), student (120), office (149), ambassador (274), future (333), competition (365), polytechnic (366), kwantlen (367), students (1,646)",1
5235,Claims Analyst,Ledcor,44,408.33,"analyst (44), claims (387), ledcor (794)",2
5236,"Finance Manager, Canada Customer Fulfillment",Amazon,3,408.33,"manager (3), canada (11), amazon (101), customer (102), finance (259), fulfillment (1,974)",2
5237,"Staff Diagnostic Neurophysiology Technologist, EEG Clinical - BC Childrenâs Hospital",Provincial Health Services Authority,0,408.42,"health (0), authority (1), services (7), hospital (8), provincial (37), technologist (64), clinical (79), childrenâ (168), staff (190), diagnostic (515), neurophysiology (1,665), eeg (2,167)",4
5238,construction labourer,HI RISE CONSTRUCTION LTD,23,408.5,"ltd (23), construction (72), labourer (490), rise (1,049)",2
5239,"Nurse Practitioner - Integrated Care Team, Pender Primary Care Clinic, Downtown Eastside Vancouver",Vancouver Coastal Health,0,408.62,"health (0), vancouver (4), nurse (5), coastal (12), care (15), practitioner (40), team (100), clinic (132), primary (216), integrated (449), downtown (635), pender (1,582), eastside (2,122)",2
5240,Customer Onboarding Specialist,Clio - Cloud-Based Legal Technology,24,408.62,"specialist (24), customer (102), technology (109), cloud (188), legal (202), based (211), clio (425), onboarding (2,008)",2
5241,DevOps Engineer,DataAnnotation,9,408.67,"engineer (9), devops (522), dataannotation (695)",2
5242,"Director, Design & Construction - Major Hospital Development / Redevelopment Expansion Projects",Fraser Health Authority,0,408.67,"health (0), authority (1), fraser (2), hospital (8), development (33), director (48), construction (72), design (154), projects (362), redevelopment (581), major (969), expansion (2,674)",2
5243,Backend Developer,Autodesk,53,408.67,"developer (53), autodesk (454), backend (719)",2
5244,"Student Research Assistant, Analytical Environmental Chemistry",Douglas College,14,408.75,"assistant (14), college (119), student (120), research (167), environmental (204), douglas (226), chemistry (627), analytical (1,793)",2
5245,Senior Financial Analyst,Robert Half,6,408.8,"senior (6), analyst (44), financial (67), half (947), robert (980)",2
5246,Civil Design Engineer - EIT,Binnie,9,408.8,"engineer (9), design (154), civil (292), eit (640), binnie (949)",2
5247,Human Resources Generalist,FG Deli Group Ltd.,20,408.83,"group (20), ltd (23), resources (156), human (273), generalist (840), deli (1,141)",2
5248,District Resource Teacher - Inclusion Support Team,Richmond School District No. 38,46,408.88,"school (46), support (63), district (91), team (100), teacher (105), richmond (173), resource (397), inclusion (2,296)",1
5249,"Consultant, SR&ED",BDO Canada,11,409.0,"canada (11), consultant (74), bdo (1,142)",2
5250,IT Support Assistant,Chartered Professional Accountants of British Columbia,14,409.14,"assistant (14), support (63), columbia (66), british (75), professional (305), accountants (1,144), chartered (1,197)",2
5251,Landscape Estimator,W3Global,131,409.33,"global (131), estimator (363), landscape (734)",1
5252,Part - time sales associate,Levi Strauss & Co.,16,409.33,"sales (16), associate (18), time (30), part (58), strauss (1,156), levi (1,178)",2
5253,Remote Pre-Calculus Tutor,"Varsity Tutors, a Nerdy Company",19,409.38,"company (19), tutor (22), tutors (25), nerdy (26), varsity (27), remote (39), pre (1,501), calculus (1,616)",1
5254,Class 1 Local Delivery Driver (Day Shift),Gordon Food Service,38,409.56,"service (38), shift (94), food (95), driver (266), day (324), delivery (354), local (523), class (718), gordon (1,274)",2
5255,Pediatric Occupational Therapist,Kids First Pediatric Therapy,69,409.83,"therapist (69), occupational (135), pediatric (249), first (272), therapy (381), kids (1,353)",2
5256,Casual Building Services Assistant,Seasons Retirement Communities,7,410.0,"services (7), assistant (14), casual (115), building (184), retirement (384), communities (939), seasons (1,227)",2
5257,Clinical Pharmacist - St. Paul's Hospital & Mount Saint Joseph Hospital,Fraser Health Authority,0,410.0,"health (0), authority (1), fraser (2), hospital (8), clinical (79), pharmacist (172), paul (728), joseph (814), saint (1,096), mount (1,200)",12
5258,Leasing Associate (6-Month Contract),Bosa Properties,18,410.17,"associate (18), contract (121), month (214), properties (486), leasing (684), bosa (938)",2
5259,Leasing Associate (12-Month Contract),Bosa Properties,18,410.17,"associate (18), contract (121), month (214), properties (486), leasing (684), bosa (938)",2
5260,Inside Sales Associate CosmoProf 07563,CosmoProf Beauty,16,410.2,"sales (16), associate (18), inside (347), beauty (364), cosmoprof (1,306)",2
5261,Inside Sales Associate CosmoProf 07367,CosmoProf Beauty,16,410.2,"sales (16), associate (18), inside (347), beauty (364), cosmoprof (1,306)",2
5262,Inside Sales Associate CosmoProf 07414,CosmoProf Beauty,16,410.2,"sales (16), associate (18), inside (347), beauty (364), cosmoprof (1,306)",2
5263,Inside Sales Associate CosmoProf 07358,CosmoProf Beauty,16,410.2,"sales (16), associate (18), inside (347), beauty (364), cosmoprof (1,306)",2
5264,Inside Sales Associate CosmoProf 07328,CosmoProf Beauty,16,410.2,"sales (16), associate (18), inside (347), beauty (364), cosmoprof (1,306)",2
